userId,age,income_bracket,financial_goals,join_date
4204,28.0,"$30,000-$50,000",Debt Freedom,1708556400.0
4205,40.0,"$30,000-$50,000",Emergency Fund|Debt Freedom,1716850800.0
4206,30.0,"$75,000-$100,000",Investment Growth,1729551600.0
4207,28.0,"$30,000-$50,000",Debt Freedom|Retirement,1730070000.0
4208,41.0,"$50,000-$75,000",Retirement,1713654000.0
4209,42.0,"$50,000-$75,000",Debt Freedom,1680562800.0
4210,37.0,"$30,000-$50,000",Retirement|Investment Growth,1676674800.0
4211,45.0,,Debt Freedom|Retirement,1724713200.0
4212,48.0,,Retirement|Emergency Fund,1699830000.0
4213,53.0,"$30,000-$50,000",Debt Freedom|Retirement,1710025200.0
4214,49.0,"$30,000-$50,000",Debt Freedom,1687042800.0
4215,29.0,"$30,000-$50,000",Debt Freedom,1677106800.0
4216,40.0,"$75,000-$100,000",Retirement,1687734000.0
4217,37.0,"$50,000-$75,000",Retirement|Investment Growth,1713394800.0
4218,49.0,"$75,000-$100,000",Emergency Fund|Debt Freedom,1677970800.0
4219,34.0,,Emergency Fund,1729292400.0
4220,51.0,"$30,000-$50,000",Debt Freedom|Emergency Fund,1723676400.0
4221,41.0,"$50,000-$75,000",Investment Growth|Retirement,1734217200.0
4222,53.0,"$50,000-$75,000",Retirement,1700262000.0
4223,43.0,"$75,000-$100,000",Investment Growth,1673910000.0
4224,48.0,"$30,000-$50,000",Emergency Fund,1719874800.0
4225,25.0,"$30,000-$50,000",Emergency Fund,1710889200.0
4226,52.0,"$50,000-$75,000",Investment Growth|Retirement,1727132400.0
4227,36.0,"$50,000-$75,000",Debt Freedom|Retirement,1679698800.0
4228,27.0,,Investment Growth,1684623600.0
4229,51.0,"$30,000-$50,000",Emergency Fund,1698447600.0
4230,36.0,"$75,000-$100,000",Investment Growth|Retirement,1686438000.0
4231,45.0,"$50,000-$75,000",Debt Freedom|Retirement,1709420400.0
4232,54.0,"$50,000-$75,000",Investment Growth,1694818800.0
4233,48.0,"$50,000-$75,000",Emergency Fund,1687561200.0
4234,55.0,"$75,000-$100,000",Investment Growth|Emergency Fund,1677020400.0
4235,40.0,"$30,000-$50,000",Retirement|Emergency Fund,1733180400.0
4236,38.0,"$30,000-$50,000",Investment Growth|Retirement,1724194800.0
4237,43.0,"$30,000-$50,000",Emergency Fund,1711234800.0
4238,,"$30,000-$50,000",Retirement,1709161200.0
4239,35.0,"$50,000-$75,000",Debt Freedom|Emergency Fund,
4240,44.0,"$50,000-$75,000",Retirement|Emergency Fund,1678748400.0
4241,48.0,"$30,000-$50,000",Emergency Fund,1707692400.0
4242,31.0,"$50,000-$75,000",Investment Growth|Debt Freedom,1718578800.0
4243,37.0,"$75,000-$100,000",Retirement,1676156400.0
4244,47.0,"$30,000-$50,000",Debt Freedom|Investment Growth,1732402800.0
4245,41.0,"$50,000-$75,000",Retirement|Investment Growth,1710543600.0
4246,30.0,"$75,000-$100,000",Debt Freedom,1721430000.0
4247,48.0,"$30,000-$50,000",Investment Growth,1709074800.0
4248,39.0,"$50,000-$75,000",Emergency Fund|Retirement,1704063600.0
4249,35.0,"$30,000-$50,000",Emergency Fund,1734044400.0
4250,36.0,"$75,000-$100,000",Retirement,1690585200.0
4251,36.0,"$30,000-$50,000",Retirement,1689202800.0
4252,53.0,,Emergency Fund,1718492400.0
4253,48.0,"$50,000-$75,000",Emergency Fund|Debt Freedom,1709852400.0
4254,,"$75,000-$100,000",Emergency Fund,1717369200.0
4255,30.0,"$50,000-$75,000",,1694127600.0
4256,33.0,"$50,000-$75,000",Retirement|Debt Freedom,1697410800.0
4257,43.0,"$50,000-$75,000",Retirement|Emergency Fund,1692745200.0
4258,49.0,"$75,000-$100,000",Investment Growth|Debt Freedom,1720825200.0
4259,33.0,"$75,000-$100,000",Emergency Fund,1704150000.0
4260,37.0,"$50,000-$75,000",Emergency Fund,1707346800.0
4261,34.0,"$50,000-$75,000",Retirement|Debt Freedom,1673046000.0
4262,,,Retirement|Emergency Fund,1716332400.0
4263,35.0,"$30,000-$50,000",Investment Growth|Emergency Fund,1676502000.0
4264,46.0,"$50,000-$75,000",,1726959600.0
4265,32.0,"$30,000-$50,000",Debt Freedom|Emergency Fund,1717023600.0
4266,26.0,"$50,000-$75,000",Investment Growth|Emergency Fund,1728687600.0
4267,33.0,"$50,000-$75,000",Debt Freedom,1692054000.0
4268,25.0,"$75,000-$100,000",Investment Growth,1703458800.0
4269,51.0,"$50,000-$75,000",Retirement,1722207600.0
4270,40.0,"$75,000-$100,000",Emergency Fund,1709938800.0
4271,37.0,"$75,000-$100,000",Investment Growth|Debt Freedom,1704754800.0
4272,46.0,"$50,000-$75,000",Debt Freedom|Emergency Fund,1693609200.0
4273,38.0,"$50,000-$75,000",Emergency Fund|Debt Freedom,1682809200.0
4274,27.0,"$75,000-$100,000",Retirement,1705359600.0
4275,41.0,"$50,000-$75,000",Retirement,1685314800.0
4276,38.0,"$50,000-$75,000",Investment Growth|Emergency Fund,1699398000.0
4277,43.0,"$75,000-$100,000",Retirement|Debt Freedom,1692313200.0
4278,30.0,"$30,000-$50,000",Investment Growth,1688684400.0
4279,36.0,"$75,000-$100,000",Retirement|Debt Freedom,1683154800.0
4280,34.0,"$75,000-$100,000",Investment Growth,1682031600.0
4281,27.0,"$75,000-$100,000",Investment Growth,
4282,51.0,"$75,000-$100,000",Debt Freedom|Retirement,1687820400.0
4283,38.0,"$50,000-$75,000",Investment Growth|Retirement,1727391600.0
4284,30.0,"$75,000-$100,000",Debt Freedom,1673218800.0
4285,47.0,,Investment Growth,1691794800.0
4286,34.0,"$30,000-$50,000",Investment Growth|Debt Freedom,1701212400.0
4287,48.0,"$50,000-$75,000",Debt Freedom,1733612400.0
4288,25.0,"$75,000-$100,000",Emergency Fund|Investment Growth,1708988400.0
4289,46.0,,Debt Freedom,1686956400.0
4290,27.0,"$75,000-$100,000",Investment Growth,1707260400.0
4291,45.0,"$75,000-$100,000",Debt Freedom,1686524400.0
4292,52.0,"$75,000-$100,000",Retirement,1733007600.0
4293,26.0,"$75,000-$100,000",Debt Freedom|Investment Growth,1691794800.0
4294,47.0,"$75,000-$100,000",Retirement,1702854000.0
4295,47.0,"$75,000-$100,000",Debt Freedom|Emergency Fund,1676674800.0
4296,51.0,"$30,000-$50,000",Investment Growth|Emergency Fund,1678402800.0
4297,52.0,"$50,000-$75,000",Debt Freedom|Emergency Fund,1725490800.0
4298,32.0,"$30,000-$50,000",Emergency Fund,1724454000.0
4299,40.0,"$75,000-$100,000",Debt Freedom|Retirement,1711494000.0
4300,36.0,"$30,000-$50,000",,1706742000.0
4301,43.0,"$75,000-$100,000",Retirement,1722207600.0
4302,43.0,"$30,000-$50,000",Emergency Fund|Retirement,1708729200.0
4303,27.0,"$30,000-$50,000",Emergency Fund|Investment Growth,1675465200.0
4304,43.0,"$75,000-$100,000",Investment Growth|Emergency Fund,1689116400.0
4305,31.0,"$75,000-$100,000",,1704754800.0
4306,49.0,"$30,000-$50,000",Debt Freedom,1697670000.0
4307,45.0,"$50,000-$75,000",Retirement|Investment Growth,1719442800.0
4308,26.0,"$50,000-$75,000",Debt Freedom,1692226800.0
4309,47.0,"$75,000-$100,000",Retirement,1723590000.0
4310,37.0,"$50,000-$75,000",,1673996400.0
4311,39.0,"$50,000-$75,000",Emergency Fund|Retirement,1713222000.0
4312,43.0,"$30,000-$50,000",Investment Growth|Retirement,1689634800.0
4313,40.0,"$50,000-$75,000",Retirement|Emergency Fund,1707174000.0
4314,44.0,,,
4315,38.0,"$75,000-$100,000",Debt Freedom,1718233200.0
4316,38.0,"$30,000-$50,000",Retirement|Debt Freedom,1724626800.0
4317,38.0,"$50,000-$75,000",Investment Growth|Emergency Fund,1733180400.0
4318,,"$30,000-$50,000",Emergency Fund,1700434800.0
4319,39.0,"$30,000-$50,000",Debt Freedom,1675551600.0
4320,41.0,"$50,000-$75,000",Retirement|Emergency Fund,1716418800.0
4321,52.0,"$75,000-$100,000",Emergency Fund,1681945200.0
4322,35.0,"$50,000-$75,000",Retirement,1673650800.0
4323,29.0,"$75,000-$100,000",Emergency Fund,1681686000.0
4324,53.0,"$30,000-$50,000",Emergency Fund|Investment Growth,1698447600.0
4325,43.0,"$30,000-$50,000",Debt Freedom|Emergency Fund,1684796400.0
4326,42.0,"$75,000-$100,000",Investment Growth|Retirement,1728428400.0
4327,30.0,"$75,000-$100,000",Debt Freedom|Investment Growth,1699916400.0
4328,,"$75,000-$100,000",Retirement|Emergency Fund,1698188400.0
4329,45.0,"$75,000-$100,000",Investment Growth,1733612400.0
4330,46.0,"$75,000-$100,000",Debt Freedom|Investment Growth,1706310000.0
4331,30.0,"$50,000-$75,000",Debt Freedom|Emergency Fund,1692140400.0
4332,52.0,"$50,000-$75,000",Emergency Fund,1712185200.0
4333,39.0,"$75,000-$100,000",Debt Freedom,1677711600.0
4334,41.0,"$50,000-$75,000",Emergency Fund|Debt Freedom,1727737200.0
4335,30.0,"$30,000-$50,000",Investment Growth,1719356400.0
4336,44.0,"$30,000-$50,000",Retirement|Investment Growth,1713654000.0
4337,54.0,"$75,000-$100,000",Emergency Fund|Investment Growth,1733958000.0
4338,35.0,"$50,000-$75,000",Investment Growth|Emergency Fund,1698793200.0
4339,55.0,"$75,000-$100,000",Retirement|Emergency Fund,1725922800.0
4340,26.0,"$75,000-$100,000",Debt Freedom,1700348400.0
4341,40.0,"$30,000-$50,000",Debt Freedom|Retirement,1697842800.0
4342,40.0,"$75,000-$100,000",Debt Freedom|Emergency Fund,1717110000.0
4343,27.0,"$30,000-$50,000",Debt Freedom|Investment Growth,1700780400.0
4344,38.0,,,1702940400.0
4345,47.0,"$30,000-$50,000",Retirement,1704322800.0
4346,49.0,"$30,000-$50,000",Emergency Fund|Investment Growth,1719442800.0
4347,45.0,"$30,000-$50,000",Retirement,1696287600.0
4348,48.0,"$30,000-$50,000",Debt Freedom|Emergency Fund,1731884400.0
4349,30.0,"$75,000-$100,000",Investment Growth|Emergency Fund,1709420400.0
4350,30.0,"$30,000-$50,000",Retirement,1702940400.0
4351,33.0,"$50,000-$75,000",Investment Growth,1722985200.0
4352,31.0,"$75,000-$100,000",Debt Freedom|Emergency Fund,1734562800.0
4353,41.0,"$30,000-$50,000",Retirement|Investment Growth,1723762800.0
4354,48.0,,Emergency Fund|Retirement,1720220400.0
4355,35.0,"$75,000-$100,000",Debt Freedom,1672786800.0
4356,32.0,"$30,000-$50,000",Retirement,1689375600.0
4357,34.0,"$30,000-$50,000",Investment Growth|Retirement,1710198000.0
4358,41.0,"$50,000-$75,000",Retirement,1704927600.0
4359,38.0,"$75,000-$100,000",Investment Growth|Retirement,1691103600.0
4360,37.0,,Retirement,1687561200.0
4361,42.0,"$75,000-$100,000",Investment Growth|Retirement,1731279600.0
4362,31.0,,Emergency Fund,1681599600.0
4363,48.0,"$30,000-$50,000",Retirement,1734476400.0
4364,34.0,"$75,000-$100,000",Investment Growth|Retirement,1728342000.0
4365,50.0,"$50,000-$75,000",Debt Freedom,1680908400.0
4366,55.0,"$50,000-$75,000",Investment Growth|Debt Freedom,
4367,41.0,"$50,000-$75,000",Debt Freedom|Emergency Fund,1712617200.0
4368,54.0,"$50,000-$75,000",Debt Freedom|Investment Growth,1717714800.0
4369,38.0,,Debt Freedom|Emergency Fund,1677798000.0
4370,37.0,"$50,000-$75,000",Debt Freedom,1726700400.0
4371,31.0,"$75,000-$100,000",Retirement|Investment Growth,1674601200.0
4372,45.0,"$75,000-$100,000",Retirement|Debt Freedom,1710543600.0
4373,52.0,"$75,000-$100,000",Retirement,1694991600.0
4374,25.0,"$30,000-$50,000",Investment Growth,1727046000.0
4375,25.0,"$75,000-$100,000",Debt Freedom|Retirement,1680822000.0
4376,35.0,"$30,000-$50,000",Investment Growth,1694991600.0
4377,49.0,"$50,000-$75,000",Retirement,1721343600.0
4378,34.0,"$75,000-$100,000",Retirement,1731884400.0
4379,27.0,"$75,000-$100,000",Retirement|Debt Freedom,1707174000.0
4380,28.0,"$30,000-$50,000",Retirement|Investment Growth,1701471600.0
4381,40.0,"$75,000-$100,000",Retirement,1698620400.0
4382,32.0,"$75,000-$100,000",Debt Freedom|Emergency Fund,1715554800.0
4383,37.0,"$30,000-$50,000",Emergency Fund|Debt Freedom,1732575600.0
4384,40.0,"$50,000-$75,000",Retirement|Emergency Fund,1703977200.0
4385,25.0,"$30,000-$50,000",Debt Freedom|Retirement,1730502000.0
4386,29.0,"$30,000-$50,000",Emergency Fund,1696546800.0
4387,41.0,"$75,000-$100,000",Emergency Fund,1683586800.0
4388,39.0,"$30,000-$50,000",Investment Growth,1695250800.0
4389,47.0,"$30,000-$50,000",Debt Freedom|Retirement,1673391600.0
4390,,"$50,000-$75,000",Investment Growth|Retirement,1715554800.0
4391,40.0,"$50,000-$75,000",Investment Growth|Debt Freedom,1691881200.0
4392,48.0,,Emergency Fund|Debt Freedom,1721862000.0
4393,25.0,"$75,000-$100,000",Emergency Fund,1684191600.0
4394,46.0,"$75,000-$100,000",Retirement|Emergency Fund,1704754800.0
4395,25.0,"$75,000-$100,000",Investment Growth|Retirement,1733526000.0
4396,38.0,"$75,000-$100,000",,1681254000.0
4397,37.0,"$30,000-$50,000",Emergency Fund,1721430000.0
4398,35.0,"$50,000-$75,000",Retirement,1691967600.0
4399,,"$50,000-$75,000",Retirement|Emergency Fund,1707606000.0
4400,,"$50,000-$75,000",Retirement|Investment Growth,1675119600.0
4401,33.0,"$75,000-$100,000",Investment Growth|Retirement,1715814000.0
4402,52.0,"$50,000-$75,000",Investment Growth,1678489200.0
4403,36.0,"$50,000-$75,000",,1714863600.0
4404,32.0,"$30,000-$50,000",Retirement,1694646000.0
4405,,"$50,000-$75,000",Debt Freedom,1674255600.0
4406,28.0,"$50,000-$75,000",,1727737200.0
4407,53.0,"$50,000-$75,000",Debt Freedom,1716937200.0
4408,41.0,"$50,000-$75,000",Debt Freedom|Retirement,1713394800.0
4409,38.0,"$30,000-$50,000",Emergency Fund|Retirement,
4410,38.0,"$30,000-$50,000",,1714690800.0
4411,42.0,"$75,000-$100,000",,1724367600.0
4412,30.0,"$75,000-$100,000",Retirement|Investment Growth,1732057200.0
4413,44.0,"$30,000-$50,000",Debt Freedom|Emergency Fund,1732402800.0
4414,49.0,"$50,000-$75,000",Debt Freedom,1697065200.0
4415,53.0,"$30,000-$50,000",Investment Growth|Retirement,1683414000.0
4416,44.0,"$50,000-$75,000",Emergency Fund,1672700400.0
4417,,"$50,000-$75,000",Emergency Fund|Retirement,1693609200.0
4418,28.0,,Investment Growth,1726182000.0
4419,43.0,"$75,000-$100,000",Emergency Fund|Debt Freedom,1690758000.0
4420,33.0,"$75,000-$100,000",Emergency Fund,1729292400.0
4421,40.0,"$50,000-$75,000",Emergency Fund|Retirement,1704927600.0
4422,51.0,"$75,000-$100,000",Investment Growth,1677798000.0
4423,35.0,"$75,000-$100,000",Emergency Fund,1724713200.0
4424,38.0,"$50,000-$75,000",Retirement|Emergency Fund,1728687600.0
4425,34.0,"$75,000-$100,000",Retirement,1677711600.0
4426,,"$30,000-$50,000",Investment Growth|Retirement,1714950000.0
4427,25.0,"$30,000-$50,000",Debt Freedom|Retirement,1701298800.0
4428,,"$50,000-$75,000",Retirement|Emergency Fund,1674601200.0
4429,31.0,"$75,000-$100,000",Investment Growth|Retirement,1687302000.0
4430,39.0,,Retirement|Debt Freedom,1693004400.0
4431,35.0,"$50,000-$75,000",Retirement|Investment Growth,1697497200.0
4432,39.0,"$75,000-$100,000",Retirement,1674342000.0
4433,54.0,"$75,000-$100,000",Debt Freedom|Emergency Fund,1707260400.0
4434,32.0,"$75,000-$100,000",Retirement|Debt Freedom,1686178800.0
4435,46.0,,Investment Growth|Retirement,1701039600.0
4436,25.0,"$75,000-$100,000",Retirement|Emergency Fund,1682550000.0
4437,38.0,"$50,000-$75,000",Retirement,1716764400.0
4438,54.0,,Emergency Fund,1678489200.0
4439,55.0,"$50,000-$75,000",Debt Freedom,1711753200.0
4440,49.0,"$75,000-$100,000",Emergency Fund|Retirement,1684278000.0
4441,35.0,"$50,000-$75,000",Emergency Fund|Retirement,1686351600.0
4442,36.0,,Emergency Fund|Retirement,1689375600.0
4443,46.0,"$75,000-$100,000",Retirement|Investment Growth,1725318000.0
4444,37.0,"$50,000-$75,000",Retirement|Investment Growth,1678057200.0
4445,40.0,"$75,000-$100,000",Emergency Fund|Debt Freedom,1690239600.0
4446,41.0,"$50,000-$75,000",Investment Growth,1696114800.0
4447,33.0,"$50,000-$75,000",Debt Freedom,1716073200.0
4448,30.0,"$50,000-$75,000",Investment Growth,1705791600.0
4449,29.0,"$50,000-$75,000",Retirement,1683759600.0
4450,50.0,"$50,000-$75,000",Debt Freedom,1719183600.0
4451,30.0,"$50,000-$75,000",Debt Freedom|Emergency Fund,1730761200.0
4452,39.0,"$50,000-$75,000",Retirement,1718060400.0
4453,49.0,"$30,000-$50,000",Debt Freedom,1720393200.0
4454,44.0,"$50,000-$75,000",Debt Freedom,1689548400.0
4455,47.0,"$50,000-$75,000",,1682463600.0
4456,53.0,,Emergency Fund,1718319600.0
4457,46.0,"$75,000-$100,000",Debt Freedom,1678575600.0
4458,47.0,"$50,000-$75,000",Debt Freedom,1698188400.0
4459,55.0,"$50,000-$75,000",Debt Freedom,1733094000.0
4460,36.0,"$30,000-$50,000",Debt Freedom,1696114800.0
4461,51.0,"$50,000-$75,000",Debt Freedom|Investment Growth,1723676400.0
4462,32.0,"$75,000-$100,000",Emergency Fund|Retirement,1703804400.0
4463,53.0,"$50,000-$75,000",Debt Freedom|Investment Growth,1723330800.0
4464,52.0,,Emergency Fund|Investment Growth,1696460400.0
4465,41.0,"$75,000-$100,000",Retirement|Debt Freedom,1692486000.0
4466,,"$50,000-$75,000",Investment Growth|Retirement,1688943600.0
4467,53.0,"$75,000-$100,000",Investment Growth|Retirement,1707606000.0
4468,48.0,,Retirement,1675724400.0
4469,36.0,"$50,000-$75,000",Emergency Fund|Investment Growth,1717628400.0
4470,30.0,,Investment Growth|Emergency Fund,1705273200.0
4471,44.0,"$30,000-$50,000",,1686956400.0
4472,38.0,"$30,000-$50,000",Emergency Fund|Debt Freedom,1683327600.0
4473,44.0,"$75,000-$100,000",Emergency Fund|Investment Growth,
4474,51.0,"$30,000-$50,000",Debt Freedom,1712703600.0
4475,46.0,"$50,000-$75,000",Emergency Fund|Debt Freedom,1706655600.0
4476,43.0,"$50,000-$75,000",Retirement|Investment Growth,1729292400.0
4477,32.0,"$30,000-$50,000",Retirement,1683414000.0
4478,38.0,"$75,000-$100,000",Debt Freedom|Retirement,1715554800.0
4479,33.0,"$75,000-$100,000",Debt Freedom,1677884400.0
4480,42.0,"$50,000-$75,000",Retirement|Investment Growth,1679958000.0
4481,39.0,"$50,000-$75,000",Retirement|Debt Freedom,1697497200.0
4482,35.0,"$30,000-$50,000",,1695855600.0
4483,53.0,"$50,000-$75,000",Investment Growth,1704495600.0
4484,35.0,,,1718578800.0
4485,36.0,"$30,000-$50,000",,1699830000.0
4486,26.0,"$50,000-$75,000",Investment Growth,1719788400.0
4487,51.0,"$50,000-$75,000",Emergency Fund,1733353200.0
4488,53.0,"$75,000-$100,000",Investment Growth|Retirement,1706396400.0
4489,55.0,"$30,000-$50,000",Emergency Fund,1729551600.0
4490,29.0,"$50,000-$75,000",Investment Growth,1734735600.0
4491,43.0,"$50,000-$75,000",Investment Growth|Emergency Fund,1678489200.0
4492,49.0,"$50,000-$75,000",Debt Freedom|Investment Growth,1701298800.0
4493,34.0,"$50,000-$75,000",,1734822000.0
4494,28.0,"$50,000-$75,000",Retirement,1701903600.0
4495,26.0,,Investment Growth,1709852400.0
4496,46.0,"$75,000-$100,000",Emergency Fund|Investment Growth,1716159600.0
4497,43.0,,Retirement,1721170800.0
4498,28.0,,Retirement|Emergency Fund,1731538800.0
4499,26.0,"$50,000-$75,000",Emergency Fund|Investment Growth,1694905200.0
4500,49.0,"$30,000-$50,000",Investment Growth|Debt Freedom,1731798000.0
4501,25.0,"$30,000-$50,000",Emergency Fund|Investment Growth,1688684400.0
4502,46.0,"$75,000-$100,000",Investment Growth|Retirement,1730847600.0
4503,34.0,"$30,000-$50,000",Debt Freedom|Retirement,1713567600.0
4504,35.0,,Retirement|Debt Freedom,1710716400.0
4505,46.0,"$50,000-$75,000",Emergency Fund,1684018800.0
4506,51.0,"$75,000-$100,000",Debt Freedom|Investment Growth,1673305200.0
4507,45.0,"$75,000-$100,000",Investment Growth,1679094000.0
4508,46.0,"$75,000-$100,000",Debt Freedom|Emergency Fund,
4509,40.0,"$50,000-$75,000",Investment Growth|Emergency Fund,1685919600.0
4510,53.0,"$30,000-$50,000",Emergency Fund,1705100400.0
4511,41.0,"$30,000-$50,000",Retirement,1689894000.0
4512,52.0,"$50,000-$75,000",Emergency Fund|Investment Growth,1706050800.0
4513,35.0,"$50,000-$75,000",,1677366000.0
4514,30.0,"$30,000-$50,000",Investment Growth|Retirement,1709247600.0
4515,55.0,"$30,000-$50,000",Emergency Fund,1729033200.0
4516,31.0,"$75,000-$100,000",,1723158000.0
4517,52.0,"$50,000-$75,000",Emergency Fund|Debt Freedom,1675897200.0
4518,27.0,"$50,000-$75,000",Retirement|Debt Freedom,1707346800.0
4519,29.0,"$30,000-$50,000",Emergency Fund,1706914800.0
4520,39.0,"$75,000-$100,000",,1729810800.0
4521,34.0,"$75,000-$100,000",Emergency Fund,1689807600.0
4522,47.0,"$75,000-$100,000",Investment Growth,1686610800.0
4523,45.0,"$75,000-$100,000",Investment Growth|Retirement,1677884400.0
4524,34.0,"$75,000-$100,000",Investment Growth,1688598000.0
4525,54.0,"$75,000-$100,000",Emergency Fund,1721084400.0
4526,51.0,"$30,000-$50,000",Retirement,1734044400.0
4527,31.0,"$50,000-$75,000",Investment Growth,1709679600.0
4528,,,Debt Freedom|Retirement,1679871600.0
4529,48.0,"$30,000-$50,000",Emergency Fund,1724713200.0
4530,38.0,"$50,000-$75,000",Emergency Fund|Investment Growth,1686178800.0
4531,36.0,"$30,000-$50,000",Investment Growth|Emergency Fund,1711148400.0
4532,50.0,"$30,000-$50,000",Retirement,1704063600.0
4533,42.0,"$75,000-$100,000",Emergency Fund,1689634800.0
4534,53.0,"$50,000-$75,000",Investment Growth,1699916400.0
4535,40.0,"$50,000-$75,000",Debt Freedom|Retirement,1718492400.0
4536,49.0,,,
4537,48.0,"$75,000-$100,000",Emergency Fund|Retirement,1703545200.0
4538,48.0,"$75,000-$100,000",Emergency Fund,1682118000.0
4539,,"$75,000-$100,000",Investment Growth|Emergency Fund,1695510000.0
4540,38.0,,Investment Growth|Debt Freedom,1728601200.0
4541,49.0,"$30,000-$50,000",Investment Growth|Retirement,1708642800.0
4542,31.0,"$75,000-$100,000",Retirement,1733785200.0
4543,53.0,"$30,000-$50,000",Emergency Fund,1691794800.0
4544,31.0,"$75,000-$100,000",Emergency Fund|Debt Freedom,1687042800.0
4545,34.0,,Emergency Fund,1709334000.0
4546,,"$75,000-$100,000",Debt Freedom,1724454000.0
4547,32.0,"$50,000-$75,000",Debt Freedom|Emergency Fund,1711321200.0
4548,40.0,"$30,000-$50,000",Retirement|Emergency Fund,1719270000.0
4549,41.0,"$50,000-$75,000",Emergency Fund|Retirement,1682463600.0
4550,44.0,"$50,000-$75,000",Debt Freedom|Retirement,1722466800.0
4551,35.0,"$50,000-$75,000",Retirement|Investment Growth,1679526000.0
4552,41.0,"$50,000-$75,000",Debt Freedom|Emergency Fund,1720998000.0
4553,51.0,"$50,000-$75,000",Retirement,1725058800.0
4554,,"$30,000-$50,000",Emergency Fund,1682550000.0
4555,37.0,"$50,000-$75,000",Debt Freedom|Emergency Fund,1699311600.0
4556,34.0,"$75,000-$100,000",Debt Freedom|Investment Growth,1693177200.0
4557,53.0,"$50,000-$75,000",Emergency Fund,1689721200.0
4558,36.0,"$50,000-$75,000",Investment Growth,
4559,30.0,"$30,000-$50,000",Investment Growth,1728169200.0
4560,40.0,"$75,000-$100,000",Retirement|Investment Growth,1710111600.0
4561,43.0,"$50,000-$75,000",Investment Growth,1708902000.0
4562,,"$75,000-$100,000",,1701298800.0
4563,25.0,"$30,000-$50,000",Emergency Fund|Retirement,1711753200.0
4564,44.0,"$75,000-$100,000",Debt Freedom,1711580400.0
4565,47.0,"$30,000-$50,000",Investment Growth,1703026800.0
4566,32.0,,Emergency Fund,1683154800.0
4567,39.0,"$75,000-$100,000",Retirement|Investment Growth,1700434800.0
4568,47.0,"$75,000-$100,000",Emergency Fund,1701644400.0
4569,49.0,"$75,000-$100,000",Retirement|Emergency Fund,1727218800.0
4570,29.0,"$30,000-$50,000",Debt Freedom|Retirement,1674601200.0
4571,50.0,"$30,000-$50,000",Investment Growth|Debt Freedom,1683846000.0
4572,35.0,"$30,000-$50,000",Retirement,1718578800.0
4573,32.0,"$75,000-$100,000",Emergency Fund,1723244400.0
4574,27.0,"$30,000-$50,000",Investment Growth,1722553200.0
4575,,"$50,000-$75,000",Investment Growth,1732921200.0
4576,31.0,"$50,000-$75,000",Investment Growth,1690066800.0
4577,38.0,"$50,000-$75,000",Investment Growth|Retirement,1703458800.0
4578,39.0,"$75,000-$100,000",Emergency Fund|Debt Freedom,1700694000.0
4579,49.0,"$50,000-$75,000",Emergency Fund,1698447600.0
4580,,"$75,000-$100,000",Debt Freedom,1700780400.0
4581,41.0,"$30,000-$50,000",Emergency Fund|Retirement,1676588400.0
4582,29.0,"$30,000-$50,000",Debt Freedom|Retirement,1713826800.0
4583,54.0,"$75,000-$100,000",Investment Growth|Debt Freedom,1682982000.0
4584,46.0,"$30,000-$50,000",Investment Growth|Retirement,1729810800.0
4585,47.0,"$75,000-$100,000",Debt Freedom,1700089200.0
4586,34.0,,Retirement,1674514800.0
4587,53.0,"$75,000-$100,000",Emergency Fund|Investment Growth,1727650800.0
4588,38.0,"$75,000-$100,000",Retirement,1707346800.0
4589,31.0,"$50,000-$75,000",Emergency Fund,1717628400.0
4590,28.0,"$75,000-$100,000",Emergency Fund,1698706800.0
4591,46.0,"$50,000-$75,000",Investment Growth|Emergency Fund,1726268400.0
4592,,,Retirement|Emergency Fund,1735340400.0
4593,33.0,"$75,000-$100,000",Investment Growth|Emergency Fund,1700434800.0
4594,25.0,"$50,000-$75,000",Debt Freedom|Emergency Fund,1712098800.0
4595,40.0,"$75,000-$100,000",Investment Growth,1719702000.0
4596,28.0,"$30,000-$50,000",Investment Growth|Emergency Fund,1688425200.0
4597,36.0,,Emergency Fund|Retirement,1686092400.0
4598,32.0,"$50,000-$75,000",Retirement,1724972400.0
4599,37.0,"$30,000-$50,000",Investment Growth|Emergency Fund,1699830000.0
4600,36.0,,Debt Freedom|Retirement,1730156400.0
4601,49.0,"$50,000-$75,000",Debt Freedom|Retirement,1679785200.0
4602,54.0,"$50,000-$75,000",Emergency Fund|Debt Freedom,1695682800.0
4603,36.0,"$50,000-$75,000",Retirement|Emergency Fund,1709161200.0
4604,34.0,"$50,000-$75,000",Retirement,1713481200.0
4605,33.0,"$50,000-$75,000",Debt Freedom,1720911600.0
4606,39.0,"$50,000-$75,000",,1700089200.0
4607,51.0,"$50,000-$75,000",Emergency Fund|Investment Growth,1700002800.0
4608,52.0,"$50,000-$75,000",Investment Growth,1689289200.0
4609,34.0,"$50,000-$75,000",Retirement,1710543600.0
4610,51.0,,Emergency Fund,1673305200.0
4611,36.0,"$30,000-$50,000",Retirement|Investment Growth,1705014000.0
4612,42.0,"$30,000-$50,000",Retirement|Emergency Fund,1686351600.0
4613,29.0,"$30,000-$50,000",Retirement,1681772400.0
4614,32.0,"$50,000-$75,000",Retirement,1708729200.0
4615,39.0,"$50,000-$75,000",Emergency Fund|Investment Growth,1683414000.0
