userId,debt_level,savings_rate,investment_experience,financial_stress_level
2870,,Low,Beginner,High
2871,Low,,Intermediate,Low
2872,High,High,Intermediate,
2873,Medium,High,Beginner,Low
2874,,,,
2875,,,,
2876,,Medium,Intermediate,High
2877,High,Medium,,Low
2878,Low,Low,Intermediate,Low
2879,Low,Low,Intermediate,High
2880,Low,High,Intermediate,Low
2881,Medium,Medium,Intermediate,High
2882,Medium,,Intermediate,Low
2883,Low,Low,Intermediate,Low
2884,Medium,High,,High
2885,High,High,Beginner,High
2886,High,High,Beginner,High
2887,High,Low,Intermediate,High
2888,Low,High,,
2889,Medium,High,Intermediate,Medium
2890,,,,
2891,Medium,Low,Beginner,Low
2892,Medium,Medium,Beginner,Medium
2893,,,,
2894,,Medium,Intermediate,Low
2895,High,Medium,Intermediate,Low
2896,Medium,Low,,Medium
2897,Medium,High,Beginner,High
2898,Medium,High,Beginner,Medium
2899,High,High,Intermediate,
2900,High,Medium,,
2901,,,,
2902,Low,High,Beginner,Medium
2903,Medium,Low,Beginner,High
2904,,High,,Low
2905,,Low,Intermediate,Low
2906,High,,Intermediate,Low
2907,Medium,Medium,Intermediate,High
2908,High,,Intermediate,
2909,Low,High,Intermediate,Low
2910,High,Low,Beginner,High
2911,Low,High,Beginner,Medium
2912,High,Low,Beginner,
2913,High,Low,Beginner,Low
2914,Low,High,Intermediate,Medium
2915,,High,Beginner,Medium
2916,Medium,High,Beginner,High
2917,High,Low,Intermediate,High
2918,High,,Intermediate,High
2919,Low,Low,Beginner,High
2920,High,High,Intermediate,High
2921,Low,Low,Beginner,Medium
2922,Medium,Medium,Intermediate,Low
2923,Medium,High,Beginner,Low
2924,,,,
2925,High,Medium,Intermediate,High
2926,,,,
2927,High,,Intermediate,Medium
2928,High,High,Intermediate,Medium
2929,Medium,,Beginner,Low
2930,,High,Intermediate,Medium
2931,Medium,High,Beginner,High
2932,High,Medium,Intermediate,Low
2933,Medium,Low,Intermediate,Medium
2934,Low,Low,Intermediate,Low
2935,,High,Beginner,
2936,Medium,Low,Intermediate,Low
2937,Low,Low,Intermediate,High
2938,Medium,Low,Beginner,High
2939,,,,
2940,High,Low,,Medium
2941,Low,Low,Beginner,Medium
2942,,,,High
2943,Medium,,,Medium
2944,Low,Medium,Beginner,Medium
2945,Low,,Intermediate,Medium
2946,,Medium,Beginner,Medium
2947,,,,
2948,Low,Low,Intermediate,High
2949,,,,
2950,,,,
2951,,,,
2952,,High,Intermediate,Low
2953,High,Medium,Beginner,Medium
2954,,Medium,Intermediate,Medium
2955,,Low,Intermediate,Low
2956,High,High,Beginner,Low
2957,,High,Intermediate,High
2958,High,Low,Intermediate,Low
2959,Medium,High,,High
2960,Medium,Medium,Beginner,Medium
2961,High,High,Beginner,Medium
2962,Medium,Low,Beginner,Medium
2963,Low,High,Beginner,Low
2964,Medium,High,Beginner,High
2965,Low,,Beginner,Low
2966,High,Medium,,
2967,,Low,Beginner,Low
2968,Low,,Intermediate,High
2969,Low,Low,Beginner,Medium
2970,Medium,Medium,Intermediate,Low
2971,Low,Low,Beginner,High
2972,Low,Medium,Beginner,High
2973,Medium,High,Beginner,Medium
2974,Medium,High,Beginner,
2975,Medium,High,Intermediate,Medium
2976,,,,
2977,,,,
2978,,Medium,Beginner,Medium
2979,Low,Low,Beginner,High
2980,Low,High,Intermediate,Medium
2981,,High,Beginner,High
2982,Medium,High,Intermediate,
2983,High,Low,Beginner,Medium
2984,,,,
2985,High,High,Intermediate,Low
2986,High,High,Beginner,High
2987,Medium,High,Beginner,High
2988,Medium,Low,Intermediate,Low
2989,,,,
2990,Low,High,Beginner,Medium
2991,Low,Low,Intermediate,Medium
2992,High,Medium,Beginner,High
2993,Low,Low,,Low
2994,Medium,High,Beginner,High
2995,High,Low,Intermediate,Medium
2996,,,,
2997,Low,Medium,Beginner,High
2998,Medium,Medium,,High
2999,Low,Medium,Beginner,Low
3000,,,,
3001,Low,Low,Intermediate,Medium
3002,Low,Medium,Intermediate,Low
3003,High,Low,Intermediate,Low
3004,,,,
3005,,,,
3006,Low,Low,,High
3007,,Low,Intermediate,Low
3008,Medium,Medium,Intermediate,Medium
3009,,Low,Intermediate,Medium
3010,Medium,High,Beginner,Medium
3011,High,Medium,Intermediate,Medium
3012,Low,Low,Beginner,High
3013,Low,Medium,Intermediate,High
3014,High,Medium,,High
3015,Low,,Beginner,High
3016,,,,High
3017,Low,High,Beginner,Low
3018,Medium,Low,Beginner,Medium
3019,Low,,Intermediate,High
3020,Low,High,Beginner,Medium
3021,Medium,,Beginner,High
3022,High,High,Intermediate,Low
3023,Medium,Medium,Intermediate,Low
3024,,Low,Beginner,High
3025,Medium,Medium,Beginner,Medium
3026,Low,,Intermediate,High
3027,Medium,High,Intermediate,High
3028,High,High,Intermediate,Medium
3029,,,,
3030,High,High,Beginner,High
3031,,,,
3032,Low,High,Intermediate,High
3033,Medium,Medium,Intermediate,Medium
3034,Low,Low,Intermediate,
3035,,,,
3036,Low,Low,Beginner,Medium
3037,Low,Medium,Beginner,
3038,Medium,,Intermediate,High
3039,Medium,Low,Intermediate,High
3040,High,Medium,Beginner,High
3041,Low,High,Intermediate,High
3042,,,,
3043,,,Intermediate,Medium
3044,High,High,,High
3045,,Low,Intermediate,Medium
3046,Medium,High,Beginner,High
3047,,,,
3048,High,,Beginner,Low
3049,Low,High,Intermediate,Low
3050,Medium,High,Intermediate,
3051,,,,
3052,Medium,Low,Intermediate,Medium
3053,,,,
3054,,Low,Intermediate,Medium
3055,High,Low,Beginner,Low
3056,Medium,Medium,Beginner,Low
3057,High,High,Intermediate,High
3058,High,High,Intermediate,Medium
3059,,,,
3060,Low,Medium,Intermediate,Medium
3061,,Low,Intermediate,Medium
3062,Low,Low,Beginner,Medium
3063,High,High,,Low
3064,Low,Low,Beginner,Medium
3065,Low,Low,Beginner,
3066,Low,Low,Beginner,High
3067,Medium,High,Intermediate,Low
3068,Medium,Low,Intermediate,
3069,Medium,High,Beginner,High
3070,,,,
3071,Medium,Low,Intermediate,Low
3072,Medium,High,Intermediate,Low
3073,Medium,,Beginner,High
3074,Medium,Low,Beginner,Medium
3075,High,Low,Intermediate,Medium
3076,Low,Low,Intermediate,Medium
3077,Medium,Low,Beginner,High
3078,High,Low,Intermediate,High
3079,High,Low,Beginner,High
3080,High,High,Beginner,High
3081,High,Low,Intermediate,High
3082,High,Low,Intermediate,Low
3083,,High,Beginner,High
3084,Low,High,,High
3085,Low,Low,Intermediate,Medium
3086,,,,
3087,Low,Low,Intermediate,Medium
3088,Low,Low,Intermediate,Low
3089,,,,
3090,Medium,High,Intermediate,Low
3091,,,,
3092,High,Medium,Beginner,Low
3093,Medium,High,Beginner,Low
3094,,,,
3095,,,,
3096,,,,
3097,Medium,Low,Intermediate,High
3098,High,High,Beginner,High
3099,Low,Low,Beginner,Medium
3100,High,High,Intermediate,
3101,Medium,Low,Beginner,Low
3102,High,High,Beginner,High
3103,Low,Medium,Intermediate,High
3104,High,,Beginner,
3105,High,Medium,,Medium
3106,,Low,Intermediate,Medium
3107,Low,Medium,Intermediate,High
3108,Medium,,Intermediate,High
3109,Low,Low,Beginner,
3110,,,,
3111,Low,,Beginner,Low
3112,High,Low,Intermediate,High
3113,Medium,Medium,Intermediate,High
3114,Medium,Medium,Intermediate,Medium
3115,Medium,Low,Intermediate,Medium
3116,Medium,High,,
3117,Medium,Medium,,Medium
3118,High,Medium,Beginner,Low
3119,High,Low,Intermediate,Medium
3120,Medium,Medium,Intermediate,Low
3121,Medium,Low,Intermediate,High
3122,High,Low,Beginner,Low
3123,Low,Medium,,High
3124,Medium,Medium,Beginner,Medium
3125,High,Medium,Beginner,High
3126,Medium,Low,,Medium
3127,High,Low,Intermediate,
3128,High,High,Intermediate,Medium
3129,High,Low,Beginner,Medium
3130,,High,Beginner,High
3131,High,Low,Intermediate,High
3132,Low,High,Intermediate,Low
3133,Low,,Intermediate,High
3134,High,Medium,Intermediate,Medium
3135,,,,
3136,High,Low,Beginner,Medium
3137,,Medium,Beginner,Medium
3138,,High,Intermediate,High
3139,High,,Beginner,Medium
3140,Medium,Low,Beginner,Medium
3141,Medium,High,Beginner,High
3142,Low,Low,Beginner,Medium
3143,,Low,Beginner,High
3144,Medium,Low,Intermediate,Medium
3145,High,Medium,Beginner,Low
3146,,,,
3147,,,,
3148,High,,Intermediate,Low
3149,Low,Medium,Beginner,High
3150,Low,,Beginner,
3151,,,,
3152,Low,High,Beginner,High
3153,High,High,Beginner,High
3154,,,,
3155,Medium,Low,Intermediate,
3156,,,,
3157,Medium,High,Intermediate,High
3158,High,Medium,Intermediate,Low
3159,High,Low,Beginner,High
3160,High,Medium,,High
3161,Low,Medium,Beginner,
3162,High,Low,Beginner,Low
3163,,,,
3164,Low,Low,Beginner,Low
3165,High,,,High
3166,High,Low,Beginner,Low
3167,High,Medium,Intermediate,Low
3168,,,,
3169,High,Low,,Low
3170,Low,High,Intermediate,Medium
3171,Low,High,Beginner,Medium
3172,High,Medium,Beginner,Low
3173,Low,High,Beginner,Medium
3174,Medium,High,,Low
3175,Low,High,Intermediate,High
3176,,,,
3177,Medium,Low,Beginner,High
3178,Medium,Low,Intermediate,Medium
3179,Medium,Low,Beginner,Low
3180,Low,Medium,Beginner,Medium
3181,Low,,Intermediate,
3182,High,Low,Beginner,Low
3183,,,,
3184,,,,
3185,Low,High,Intermediate,High
3186,,High,Beginner,Medium
3187,High,,Beginner,High
3188,Medium,Medium,Intermediate,High
3189,Medium,High,Intermediate,High
3190,Medium,Low,Intermediate,Medium
3191,High,Low,Beginner,Medium
3192,,,,
3193,High,Low,Intermediate,Low
3194,Medium,Medium,Intermediate,Low
3195,High,High,Intermediate,High
3196,,High,Beginner,Low
3197,Low,Low,Intermediate,High
3198,High,High,Beginner,Low
3199,Low,Medium,Intermediate,Low
3200,High,,Intermediate,Low
3201,Low,Medium,Intermediate,Medium
3202,,,,
3203,,,,
3204,High,Low,,High
3205,Medium,High,Intermediate,High
3206,,Medium,Intermediate,Low
3207,Low,Low,Beginner,Medium
3208,,,,
3209,Medium,Medium,Beginner,Low
3210,High,High,Intermediate,
3211,High,Medium,Beginner,Low
3212,Medium,Medium,Beginner,High
3213,High,Medium,Beginner,
3214,Medium,Low,Beginner,Low
3215,Medium,High,Beginner,Low
3216,,,Beginner,Low
3217,Medium,Medium,Intermediate,High
3218,High,Medium,Intermediate,Low
3219,High,Medium,Intermediate,Low
3220,Medium,Low,Intermediate,Medium
3221,Medium,Medium,,Medium
3222,Medium,Low,,
3223,Medium,High,Beginner,Low
3224,Medium,High,Intermediate,Medium
3225,Medium,,Beginner,High
3226,,,,
3227,Low,Low,Intermediate,High
3228,High,High,Intermediate,Low
3229,Medium,Low,Beginner,Low
3230,Low,Medium,Beginner,Medium
3231,Medium,Low,Intermediate,Low
3232,High,Low,Beginner,
3233,Medium,High,Intermediate,High
3234,,Low,Beginner,Low
3235,High,,Beginner,High
3236,Medium,Medium,Intermediate,High
3237,Medium,Medium,Beginner,Low
3238,Low,Medium,,High
3239,Low,Medium,Beginner,
3240,,,,
3241,,,,
3242,,,,
3243,High,Low,Intermediate,Low
3244,Low,Medium,Intermediate,
3245,High,High,Intermediate,High
3246,Medium,Low,Beginner,Low
3247,Low,Low,Beginner,Low
3248,Medium,Low,Intermediate,High
3249,Low,Low,Intermediate,Medium
3250,High,Low,Intermediate,
3251,Low,Low,Intermediate,Medium
3252,High,Low,Beginner,High
3253,Medium,High,Beginner,Low
3254,,,,
3255,Low,Low,,Low
3256,,,,
3257,Medium,High,,Low
3258,Medium,High,Intermediate,High
3259,High,Medium,,High
3260,High,Medium,Intermediate,Medium
3261,Medium,Low,Beginner,High
3262,Medium,Low,Beginner,High
3263,High,High,,
3264,High,Low,Beginner,High
3265,Low,High,Beginner,Medium
3266,High,Low,,Low
3267,Low,Medium,Beginner,High
3268,Low,Low,Intermediate,Low
3269,High,,Beginner,Low
3270,Medium,Medium,Beginner,Medium
3271,,Medium,Intermediate,High
3272,Low,High,Beginner,Low
3273,Low,High,Intermediate,Medium
3274,High,Medium,Intermediate,Medium
3275,Medium,High,,High
3276,Low,High,Beginner,High
3277,Low,Low,Beginner,Medium
3278,,,,
3279,Medium,High,Beginner,Medium
3280,Low,Low,Intermediate,High
3281,Medium,,Beginner,Low
3282,,Low,Beginner,High
3283,,,,
3284,,,,
3285,Medium,Medium,Beginner,Medium
3286,,,,
3287,Low,Low,Beginner,High
3288,,,,
3289,,Medium,Intermediate,Low
3290,High,High,Intermediate,Medium
3291,Medium,Low,,Medium
3292,High,Low,Intermediate,Medium
3293,Low,Medium,Beginner,Medium
3294,Low,Low,Beginner,Low
3295,Medium,,Beginner,
3296,,,,
3297,High,High,Beginner,High
3298,Medium,Low,Intermediate,Medium
3299,Low,,Beginner,Low
3300,Medium,Medium,Intermediate,Low
3301,Medium,Low,Beginner,
3302,Medium,Medium,Intermediate,Medium
3303,Low,High,Intermediate,Low
3304,High,High,Beginner,High
3305,Medium,Low,Beginner,Low
3306,,Low,Beginner,Low
3307,,,,
3308,Medium,Low,Intermediate,Medium
3309,,,,
3310,Medium,High,Intermediate,Medium
3311,High,Low,Intermediate,High
3312,Low,Medium,Intermediate,High
3313,,High,Intermediate,Medium
3314,Low,Medium,Intermediate,High
3315,High,High,Intermediate,Low
3316,Low,Low,,Medium
3317,Low,High,Beginner,Low
3318,,,,
3319,,,,
3320,Medium,Low,Intermediate,Low
3321,,,,
3322,Medium,Low,Intermediate,High
3323,,,,
3324,,High,Intermediate,Low
3325,Medium,,Intermediate,Medium
3326,,,,
3327,Medium,High,Beginner,Low
3328,Medium,Medium,Beginner,High
3329,Low,,Intermediate,Low
3330,Medium,Medium,Beginner,
3331,High,High,,Low
3332,Low,High,,Medium
3333,Medium,Medium,Beginner,Medium
3334,Low,High,Intermediate,Low
3335,Medium,High,Intermediate,High
3336,High,High,Beginner,Low
3337,High,Medium,Intermediate,High
3338,,Low,Beginner,High
3339,High,High,Intermediate,Medium
3340,,Medium,Intermediate,Low
3341,Low,Medium,Beginner,Low
3342,Medium,High,,Low
3343,Low,High,Intermediate,Medium
3344,,,,
3345,,Medium,Intermediate,Low
3346,Medium,High,Beginner,Medium
3347,High,,,High
3348,Medium,Low,Intermediate,High
3349,,,,
3350,,,,
3351,,,,
3352,,,,
3353,High,,Beginner,High
3354,,,,
3355,High,Medium,Intermediate,Medium
3356,High,Medium,Beginner,High
3357,Low,Low,Beginner,Medium
3358,Low,,Intermediate,High
3359,Medium,High,Intermediate,High
3360,High,Low,Intermediate,High
3361,,,Intermediate,Medium
3362,,,,
3363,,,,
3364,High,Low,Beginner,Low
3365,Low,Low,Intermediate,High
3366,Medium,High,,Medium
3367,,,,
3368,,,,
3369,Medium,High,,Medium
3370,,Low,Intermediate,
3371,High,Medium,Intermediate,Medium
3372,High,Medium,Intermediate,
3373,High,High,Intermediate,Medium
3374,Low,Low,Beginner,Medium
3375,Medium,Low,Intermediate,High
3376,Medium,Medium,Beginner,Medium
3377,Low,,Beginner,
3378,Low,Low,Intermediate,Low
3379,High,High,Beginner,
3380,Low,Low,Beginner,Medium
3381,Low,Low,Beginner,High
3382,High,Medium,Beginner,Medium
3383,High,High,Intermediate,High
3384,,,,
3385,Low,Medium,Intermediate,
3386,Low,Medium,Beginner,Low
3387,,,,
3388,,Low,Beginner,Low
3389,Low,Low,Beginner,Low
3390,High,Medium,Intermediate,Low
3391,High,Low,Intermediate,Medium
3392,High,Medium,Beginner,Medium
3393,Medium,High,Intermediate,High
3394,High,Low,Beginner,
3395,,High,Beginner,Medium
3396,,,,
3397,,Medium,Beginner,High
3398,High,,Intermediate,Low
3399,Low,Medium,Beginner,Low
3400,Medium,,Beginner,Low
3401,High,Low,Intermediate,
3402,,,,
3403,High,Medium,Beginner,Low
3404,High,Medium,Intermediate,High
3405,Medium,Medium,Beginner,Medium
3406,Medium,,Beginner,High
3407,Medium,High,Beginner,Medium
3408,Low,High,,High
3409,,Low,,Low
3410,Low,High,Intermediate,High
3411,Medium,High,,Medium
3412,Low,Low,Intermediate,High
3413,Low,,,Medium
3414,Low,High,Beginner,
3415,,High,Beginner,High
3416,High,Medium,Beginner,Low
3417,,Medium,Beginner,Medium
3418,,,,
3419,Low,Low,Intermediate,High
3420,,Low,Intermediate,High
3421,Low,Low,Intermediate,Medium
3422,Low,High,,High
3423,High,High,Beginner,Low
3424,,Low,Beginner,Medium
3425,High,High,Beginner,
3426,Medium,High,Beginner,Low
3427,,,,
3428,Low,Medium,Beginner,Medium
3429,,Medium,Beginner,High
3430,High,High,Intermediate,Medium
3431,,,,
3432,Low,,Beginner,High
3433,Medium,Medium,Intermediate,High
3434,Low,,Intermediate,Low
3435,Low,Medium,Beginner,Medium
3436,,,,
3437,Medium,,Intermediate,Medium
3438,,,,
3439,Medium,,Beginner,High
3440,High,Low,Intermediate,High
3441,Medium,High,,Low
3442,Low,,,Low
3443,,,,
3444,High,Low,Beginner,High
3445,,,,
3446,Low,High,Beginner,Medium
3447,High,High,Beginner,Low
3448,High,High,Beginner,
3449,,,,
3450,High,Medium,Beginner,Low
3451,,,,
3452,High,Medium,,Low
3453,Low,Low,Beginner,High
3454,Low,High,Beginner,Low
3455,Low,Medium,Intermediate,High
3456,Low,Medium,Intermediate,Medium
3457,Medium,Low,Beginner,Medium
3458,,,,
3459,Low,Low,Intermediate,
3460,High,High,Beginner,Low
3461,Low,High,Beginner,Low
3462,Medium,,Intermediate,
3463,,,,
3464,Medium,Low,Beginner,Medium
3465,Low,Medium,Beginner,High
3466,,,,
3467,Low,Medium,,Low
3468,Medium,Medium,Beginner,Low
3469,Medium,Medium,,Low
3470,Low,Medium,Beginner,
3471,,Medium,Intermediate,Low
3472,,Medium,Beginner,Medium
3473,High,High,Beginner,High
3474,Medium,High,,High
3475,Low,,Beginner,
3476,,Low,Intermediate,
3477,Low,High,Beginner,Low
3478,Low,High,,Medium
3479,Low,Low,Beginner,Medium
3480,High,High,Beginner,Low
3481,,Low,Intermediate,Low
3482,,,,
3483,High,High,Beginner,Low
3484,High,High,Intermediate,Medium
3485,High,Low,Beginner,Low
3486,Low,High,Intermediate,Medium
3487,,,,
3488,,Medium,Beginner,High
3489,,Medium,Intermediate,High
3490,,,,
3491,High,High,Intermediate,Low
3492,,High,Beginner,Low
3493,High,Low,Beginner,
3494,,Medium,,High
3495,High,High,Intermediate,Medium
3496,High,High,,Low
3497,Medium,Medium,,Medium
3498,,,,
3499,Low,High,Beginner,High
3500,Medium,Low,Beginner,High
3501,Low,Low,Intermediate,
3502,,High,Beginner,High
3503,Low,Medium,Intermediate,Low
3504,Medium,High,Intermediate,Medium
3505,High,Low,Intermediate,Medium
3506,,,,
3507,High,High,Intermediate,Medium
3508,Medium,Low,Beginner,Low
3509,High,Medium,Intermediate,Medium
3510,High,High,Beginner,Low
3511,High,High,Beginner,High
3512,,,,
3513,High,High,Intermediate,High
3514,High,Low,Intermediate,Medium
3515,,,,
3516,High,Medium,Beginner,High
3517,Medium,High,Beginner,Medium
3518,High,Low,Intermediate,High
3519,Medium,High,Beginner,Medium
3520,,,,
3521,Low,Low,Intermediate,High
3522,High,High,,High
3523,Medium,Low,,Low
3524,Medium,Medium,Beginner,High
3525,Low,High,,Low
3526,,Low,Intermediate,Low
3527,,Low,Beginner,Medium
3528,High,Low,Intermediate,Low
3529,,High,Beginner,Medium
3530,High,Low,Intermediate,Medium
3531,Medium,High,Intermediate,Low
3532,High,Low,Intermediate,Medium
3533,Medium,Medium,Beginner,High
3534,,,,
3535,Medium,Medium,Beginner,
3536,,High,Intermediate,Low
3537,,,,
3538,Low,Medium,Beginner,Low
3539,Medium,Low,Beginner,Medium
3540,High,High,Intermediate,High
3541,,,,
3542,Medium,High,Intermediate,High
3543,,High,Beginner,Low
3544,High,Low,Beginner,Low
3545,Medium,Medium,Intermediate,High
3546,Low,Low,Intermediate,High
3547,,Low,Intermediate,Low
3548,High,Medium,Intermediate,
3549,Low,Medium,Intermediate,
3550,,,,
3551,Medium,Medium,Beginner,Low
3552,Medium,High,Beginner,Medium
3553,High,High,Intermediate,High
3554,Medium,Medium,Beginner,High
3555,,,Beginner,Medium
3556,Low,Low,Intermediate,Medium
3557,,,,
3558,Low,Low,Intermediate,
3559,,,,
3560,,Low,Beginner,Medium
3561,High,Medium,,High
3562,,,,
3563,Medium,High,Beginner,
3564,Medium,Low,Intermediate,High
3565,,,,
3566,High,High,Beginner,High
3567,,High,Beginner,Low
3568,,,Intermediate,High
3569,Low,,Intermediate,High
3570,High,Medium,Beginner,Medium
3571,High,High,Intermediate,Medium
3572,High,High,Intermediate,Medium
3573,High,High,Beginner,Medium
3574,High,Medium,Intermediate,Low
3575,,Low,Intermediate,Medium
3576,Medium,High,Beginner,Low
3577,Low,Low,Intermediate,Low
3578,,,,
3579,Low,Low,Intermediate,High
3580,,,,
3581,Medium,Low,Beginner,
3582,Medium,Low,,Medium
3583,,,,
3584,Medium,,Intermediate,High
3585,Medium,,Beginner,High
3586,Low,Low,,Medium
3587,High,Medium,Beginner,High
3588,Low,Medium,Intermediate,Low
3589,Low,High,Beginner,High
3590,High,Low,Beginner,Medium
3591,Low,Medium,Beginner,Low
3592,Medium,Low,Beginner,Low
3593,Low,Medium,Intermediate,Low
3594,High,High,Beginner,High
3595,,Low,Intermediate,Medium
3596,High,Medium,Beginner,High
3597,Low,Medium,Intermediate,
3598,Medium,Medium,Beginner,Medium
3599,,,,
3600,,,,
3601,Medium,Medium,Beginner,Medium
3602,Low,Low,Intermediate,Low
3603,,Low,,Medium
3604,Low,Low,Beginner,High
3605,High,High,Beginner,Medium
3606,,,,
3607,High,High,Intermediate,Medium
3608,High,High,Beginner,Medium
3609,Medium,Low,Intermediate,High
3610,,Medium,Intermediate,Low
3611,,,,
3612,,Medium,Intermediate,High
3613,,,,
3614,Low,High,Intermediate,
3615,Medium,High,Beginner,Medium
3616,High,Medium,Beginner,High
3617,Low,,Beginner,Low
3618,,,,
3619,Low,Low,Beginner,High
3620,Low,High,Intermediate,High
3621,Low,Medium,Intermediate,Low
3622,High,Medium,Beginner,Medium
3623,Medium,Low,Intermediate,High
3624,High,Medium,Beginner,High
3625,Medium,Low,Beginner,Medium
3626,,,,
3627,,,,
3628,Medium,Medium,Intermediate,High
3629,Medium,Low,Intermediate,Medium
3630,High,,Intermediate,High
3631,Low,Low,Intermediate,Medium
3632,High,Low,Beginner,High
3633,High,Medium,Intermediate,Low
3634,Low,Low,Intermediate,High
3635,Medium,Medium,,Low
3636,Medium,High,Intermediate,Low
3637,Medium,Medium,Beginner,Low
3638,Low,High,Beginner,High
3639,,Low,Intermediate,High
3640,High,Medium,Intermediate,Low
3641,High,Low,Intermediate,Medium
3642,High,Low,Beginner,Medium
3643,High,High,Beginner,High
3644,Low,Low,Intermediate,Medium
3645,High,High,Intermediate,Medium
3646,Medium,Medium,Beginner,High
3647,Medium,Medium,Intermediate,
3648,Low,,Intermediate,Low
3649,Low,High,Beginner,Medium
3650,High,Medium,Beginner,Low
3651,Low,High,Intermediate,Medium
3652,,,,
3653,,,,
3654,,,,
3655,High,Medium,Beginner,
3656,Low,High,Beginner,Low
3657,High,Low,Intermediate,Low
3658,,,,
3659,High,Low,,Medium
3660,,,,
3661,,High,Intermediate,High
3662,,,,
3663,High,Low,Intermediate,High
3664,High,Medium,Intermediate,High
3665,High,Medium,Intermediate,High
3666,High,Low,Beginner,Medium
3667,,,,
3668,Medium,High,Intermediate,High
3669,High,High,Intermediate,Medium
3670,High,High,,High
3671,Medium,Low,Beginner,Low
3672,High,Medium,,
3673,High,Medium,Intermediate,High
3674,High,High,Beginner,Low
3675,,,,
3676,High,Medium,Intermediate,Low
3677,Medium,Low,Beginner,High
3678,High,High,Beginner,
3679,High,Low,Beginner,Low
3680,,Medium,Beginner,Medium
3681,Medium,Medium,Intermediate,
3682,High,Low,Intermediate,Low
3683,High,High,Beginner,Medium
3684,Low,Medium,Beginner,High
3685,High,High,Intermediate,Medium
3686,High,Medium,Intermediate,Medium
3687,High,High,Beginner,Low
3688,High,Low,Beginner,Low
3689,,High,Intermediate,High
3690,High,Low,Intermediate,High
3691,Medium,Medium,Intermediate,Low
3692,,Low,Intermediate,High
3693,,,,
3694,Medium,Low,Intermediate,High
3695,Medium,High,Beginner,High
3696,Low,Medium,Beginner,Medium
3697,Medium,,Beginner,Low
3698,Low,Medium,Beginner,Medium
3699,High,High,Beginner,Low
3700,High,Low,Beginner,Medium
3701,Medium,High,,Low
3702,Medium,Medium,Beginner,Medium
3703,,,,
3704,High,Medium,Intermediate,Medium
3705,Low,High,Beginner,Low
3706,High,High,Intermediate,
3707,High,Medium,Intermediate,Medium
3708,Low,,Intermediate,Medium
3709,High,,Intermediate,High
3710,High,Low,Beginner,Medium
3711,High,Medium,Intermediate,Low
3712,Low,High,Beginner,Medium
3713,High,Medium,Intermediate,Medium
3714,,Low,Intermediate,High
3715,High,,Beginner,Medium
3716,Medium,Medium,Intermediate,Medium
3717,Medium,High,,
3718,,High,Intermediate,High
3719,,,,
3720,Low,High,Beginner,Low
3721,High,High,,Medium
3722,High,Medium,Intermediate,High
3723,High,Medium,Intermediate,Medium
3724,High,Medium,Beginner,
3725,,,,
3726,High,High,Intermediate,Medium
3727,Medium,Low,Intermediate,High
3728,,,,
3729,Medium,High,Beginner,High
3730,Medium,Medium,Beginner,High
3731,Medium,Medium,Beginner,Medium
3732,High,Low,Beginner,High
3733,High,Medium,Intermediate,Medium
3734,,,,
3735,Low,Medium,Beginner,High
3736,Medium,High,Intermediate,High
3737,,Medium,,High
3738,,Low,Beginner,Medium
3739,Medium,Medium,Intermediate,Medium
3740,High,Medium,Beginner,Medium
3741,,,,
3742,Medium,Low,Intermediate,Medium
3743,High,Medium,Intermediate,Medium
3744,Medium,High,Beginner,Medium
3745,Low,Low,Beginner,Medium
3746,High,Medium,Beginner,Low
3747,Low,Low,,Low
3748,Medium,Medium,Intermediate,
3749,Low,Medium,Beginner,Low
3750,,High,Intermediate,Medium
3751,,High,Intermediate,Low
3752,High,Low,Beginner,Low
3753,Medium,Medium,Intermediate,Low
3754,Medium,Low,Intermediate,High
3755,Low,High,Intermediate,Low
3756,High,Medium,,Low
3757,High,Medium,Intermediate,Medium
3758,Low,Low,Intermediate,Low
3759,High,High,Beginner,Low
3760,High,Medium,Intermediate,Low
3761,,,,
3762,High,Medium,Intermediate,Medium
3763,Medium,,Beginner,Medium
3764,Medium,Low,Intermediate,
3765,High,Medium,Intermediate,Low
3766,Low,High,Intermediate,Medium
3767,High,Medium,Intermediate,Low
3768,High,,Intermediate,Medium
3769,Low,Medium,Beginner,High
3770,,,,
3771,Medium,,Beginner,High
3772,Low,High,Intermediate,Low
3773,Medium,Medium,Intermediate,High
3774,Low,Low,Beginner,Low
3775,,High,,
3776,Medium,High,Intermediate,Low
3777,,,,
3778,Medium,Medium,Intermediate,High
3779,High,Low,Beginner,Low
3780,High,Low,Beginner,Medium
3781,,,,
3782,,,,
3783,Low,High,Intermediate,High
3784,Medium,Medium,Intermediate,Low
3785,,High,,Medium
3786,Low,Medium,Intermediate,High
3787,Medium,Medium,Beginner,
3788,,,,
3789,High,Low,Beginner,
3790,,Low,Intermediate,Low
3791,Medium,Medium,Beginner,High
3792,Medium,High,Intermediate,Medium
3793,High,Medium,Beginner,Low
3794,,,,
3795,,Low,Intermediate,High
3796,Low,Medium,Intermediate,Medium
3797,Low,Medium,Intermediate,Low
3798,Medium,Low,Beginner,High
3799,,,,
3800,Medium,Low,,High
3801,Medium,Medium,Beginner,High
3802,,,,
3803,Low,,Beginner,Low
3804,High,Medium,Intermediate,Low
3805,,,,
3806,Low,High,Beginner,Medium
3807,High,Medium,Intermediate,High
3808,,Medium,Intermediate,High
